수집시각,체인,지점,우편번호,카테고리,행사기간,상품명,상품정보,행사가격,앱가격,할인율,기준가격,출처,검색우편번호,도시,가격적용단위,할인조건,원문근거,검토상태,정상가격,원본행
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Express-Reis,220-g-Beutel | Verschiedene Sorten     Im Aufsteller | Sorten:   * Langkorn-Reis  * Basmati-Reis  * Mediterran  * Griechisch-Djuvec-Reis  * Langkorn & Wildreis  * Naturreis  * Risi Bisi,1.19,,-48 %,2.29,https://www.aldi-nord.de/angebote.html,44369,Dortmund,220-g-Beutel,,ALDI 공식 OFFER_GET product 1038162; 2026-09-14..2026-09-19; 1.19 EUR; 220-g-Beutel,verified,2.29,182
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Federweißer,1-L-Flasche | Alkoholhaltiges Getränk in Gärung,2.49,,,2.49,https://www.aldi-nord.de/angebote.html,44369,Dortmund,1-L-Flasche,,ALDI 공식 OFFER_GET product 1000991; 2026-09-14..2026-09-19; 2.49 EUR; 1-L-Flasche,verified,,183
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Finello,150-g-Beutel | Reibekäse; verschiedene Sorten | Sorten:   * Gratinkäse  * Pizzakäse  * Pastakäse,1.49,,-42 %,2.59,https://www.aldi-nord.de/angebote.html,44369,Dortmund,150-g-Beutel,,ALDI 공식 OFFER_GET product 1006372; 2026-09-17..2026-09-19; 1.49 EUR; 150-g-Beutel,verified,2.59,184
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Finesse,1.39**UVP 2.59 100-g-Packung kg = 13.90,1.39,,-46 %,2.59,https://www.aldi-nord.de/angebote.html,44369,Dortmund,판매 단위 확인,공식 원문 재검증 대기,"원본 수집 행 보존. 재검증 대기, 자동 가격 제외.",held,,185
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Fish and Chips,1.000-g-Beutel | Alaska-Seelachsfiletstücke im knusprigen Backteig; mit Steakhouse-Frites,5.99,,,1.00,https://www.aldi-nord.de/angebote.html,44369,Dortmund,1.000-g-Beutel,,ALDI 공식 OFFER_GET product 6105; 2026-09-17..2026-09-19; 5.99 EUR; 1.000-g-Beutel,verified,,186
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Flammkuchen,*400-g-Packung kg = 5.73,2.29,,,5.73,https://www.aldi-nord.de/angebote.html,44369,Dortmund,판매 단위 확인,공식 원문 재검증 대기,"원본 수집 행 보존. 재검증 대기, 자동 가격 제외.",held,,187
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Fleischwurst,"500-g-Packung | Geräuchert; verschiedene Sorten | Sorten:   * Über Buchenholz geräuchert  * Mit Knoblauch, geräuchert",2.69,,-22 %,3.49,https://www.aldi-nord.de/angebote.html,44369,Dortmund,500-g-Packung,,ALDI 공식 OFFER_GET product 1003483; 2026-09-14..2026-09-19; 2.69 EUR; 500-g-Packung,verified,3.49,188
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Französischer Weichkäse,"Packung | Verschiedene Sorten und Gewichte | Sorten:   * Cremig zarte Scheiben sahnig-mild, 150 g  * Original, mind. 60 % Fett i. Tr., 200 g  * Cremig-leicht, mind. 30 % Fett i. Tr., 200 g  * Cremig-würzig, mind. 50 % Fett i. Tr., 200 g  * Mit Joghurt, nur 20 % Fett absolut, 200 g",1.99,,-42 %,3.49,https://www.aldi-nord.de/angebote.html,44369,Dortmund,Packung,,ALDI 공식 OFFER_GET product 10015260001; 2026-09-17..2026-09-19; 1.99 EUR; Packung,verified,3.49,189
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Frische Eier,"12er-Packung | Güteklasse A, aus ökologischer Erzeugung, 2 Eier gratis",3.99,,,0.33,https://www.aldi-nord.de/angebote.html,44369,Dortmund,12er-Packung,,ALDI 공식 OFFER_GET product 1020468; 2026-09-14..2026-09-19; 3.99 EUR; 12er-Packung,verified,,190
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Frische Mahlzeit,350-g-Packung | Verschiedene Sorten | Sorten:   * Gnocchi Diavolo  * Tortellini Mediterran  * Gnocchi Elsässer Art,2.49,,,7.11,https://www.aldi-nord.de/angebote.html,44369,Dortmund,350-g-Packung,,ALDI 공식 OFFER_GET product 1043066; 2026-09-14..2026-09-19; 2.49 EUR; 350-g-Packung,verified,,191
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Frischkäse / -zubereitung,"Becher | Verschiedene Sorten und Gewichte | Sorten:   * Gemüsetraum Paprika & Tomate, 140 g  * Steinpilz, 150 g  * Bärlauch-Pesto, 150 g",0.99,,-50 %,1.99,https://www.aldi-nord.de/angebote.html,44369,Dortmund,Becher,,ALDI 공식 OFFER_GET product 1013335; 2026-09-14..2026-09-19; 0.99 EUR; Becher,verified,1.99,192
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Fruchtjoghurt,400-g-Becher | Verschiedene Sorten | Sorten:   * Vanille  * Erdbeere  * Mango  * Pfirsich-Marcuja,1.11,,,2.78,https://www.aldi-nord.de/angebote.html,44369,Dortmund,400-g-Becher,,ALDI 공식 OFFER_GET product 1036918; 2026-09-14..2026-09-19; 1.11 EUR; 400-g-Becher,verified,,193
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Fruchtmus XXL,"12x90-g-Packung | Packung enthält verschiedene Sorten | Packung enthält die Sorten: Apfel, Apfel-Erdbeere, Apfel-Birne und Apfel-Banane",3.99,,,3.69,https://www.aldi-nord.de/angebote.html,44369,Dortmund,12x90-g-Packung,,ALDI 공식 OFFER_GET product 1031866; 2026-09-17..2026-09-19; 3.99 EUR; 12x90-g-Packung,verified,,194
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,음료,17.09.2026-19.09.2026,Fruchtsaftgetränk,1-L-Packung | Aus Fruchtsaftkonzentrat; verschiedene Sorten | Sorten:   * Ananas-Kokos  * Maracuja  * Heidelbeere  * Granatapfel  * Erdbeere,0.99,,-50 %,1.99,https://www.aldi-nord.de/angebote.html,44369,Dortmund,1-L-Packung,,ALDI 공식 OFFER_GET product 8129; 2026-09-17..2026-09-19; 0.99 EUR; 1-L-Packung,verified,1.99,195
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Gewürz-Ketchup Curry delikat,800-ml-Flasche,1.89,,-44 %,3.39,https://www.aldi-nord.de/angebote.html,44369,Dortmund,800-ml-Flasche,,ALDI 공식 OFFER_GET product 1032615; 2026-09-17..2026-09-19; 1.89 EUR; 800-ml-Flasche,verified,3.39,196
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Gewürz-Ketchup Curry leicht scharf,800-ml-Flasche,1.89,,-44 %,3.39,https://www.aldi-nord.de/angebote.html,44369,Dortmund,800-ml-Flasche,,ALDI 공식 OFFER_GET product 1020769; 2026-09-17..2026-09-19; 1.89 EUR; 800-ml-Flasche,verified,3.39,197
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Gewürzspezialität,"Dose | Verschiedene Sorten und Gewichte | Sorten:   * Ingwer, gemahlen, 50 g  * Koriander, gemahlen, 65 g  * Baharat, 70 g  * Madras-Curry, 70 g  * Garam Masala, 70 g  * Tandoori, 80 g",1.99,,,39.80,https://www.aldi-nord.de/angebote.html,44369,Dortmund,Dose,,ALDI 공식 OFFER_GET product 2454; 2026-09-14..2026-09-19; 1.99 EUR; Dose,verified,,198
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Golden Longs,750-g-Packung | Extralang und knusprig,1.99,,-46 %,3.69,https://www.aldi-nord.de/angebote.html,44369,Dortmund,750-g-Packung,,ALDI 공식 OFFER_GET product 10133890002; 2026-09-14..2026-09-19; 1.99 EUR; 750-g-Packung,verified,3.69,199
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,음료,17.09.2026-19.09.2026,Goldsaft,450-g-Becher | Herzhaft-süßer Brotaufstrich,1.29,,-27 %,1.79,https://www.aldi-nord.de/angebote.html,44369,Dortmund,450-g-Becher,,ALDI 공식 OFFER_GET product 1017672; 2026-09-17..2026-09-19; 1.29 EUR; 450-g-Becher,verified,1.79,200
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Granatapfel,Stück | Klasse 1; Spanien,0.99,,-16 %,1.19,https://www.aldi-nord.de/angebote.html,44369,Dortmund,Stück,,ALDI 공식 OFFER_GET product 6130; 2026-09-14..2026-09-19; 0.99 EUR; Stück,verified,1.19,201
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Griechische Beilage,280-g-Packung | Verschiedene Sorten | Sorten:   * Weiße Riesenbohnen in Tomatensauce  * Kichererbsen in Tomatensauce  * Weinblätter gefüllt mit Reis,2.49,,,8.89,https://www.aldi-nord.de/angebote.html,44369,Dortmund,280-g-Packung,,ALDI 공식 OFFER_GET product 1037684; 2026-09-14..2026-09-19; 2.49 EUR; 280-g-Packung,verified,,202
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Grill & Ofen,"150-g-Packung | Für Grill, Pfanne und Ofen; verschiedene Sorten | Sorten:   * ﻿﻿Tomate & Basilikum  * Kräuter & Knoblauch",1.79,,-45 %,3.29,https://www.aldi-nord.de/angebote.html,44369,Dortmund,150-g-Packung,,ALDI 공식 OFFER_GET product 1007420; 2026-09-17..2026-09-19; 1.79 EUR; 150-g-Packung,verified,3.29,203
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Grobe Bratwurst XXL,800-g-Packung | Frisch; vom Schwein; zum Braten oder für den Grill,3.69,,,4.61,https://www.aldi-nord.de/angebote.html,44369,Dortmund,800-g-Packung,,ALDI 공식 OFFER_GET product 6783; 2026-09-14..2026-09-19; 3.69 EUR; 800-g-Packung,verified,,204
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Gronie,"0,5-L-Dose | Polnisches Bier mit jahrhundertealter Tradition",0.79,,-27 %,1.09,https://www.aldi-nord.de/angebote.html,44369,Dortmund,"0,5-L-Dose",,"ALDI 공식 OFFER_GET product 1008089; 2026-09-14..2026-09-19; 0.79 EUR; 0,5-L-Dose",verified,1.09,205
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Hafer-Riegel,140-g-Packung | Verschiedene Sorten; je 4 Riegel | Sorten:   * Mandel & Karamell  * Kakao ohne Zucker(1)  (1) Mit Süßungsmittel,0.99,,,7.07,https://www.aldi-nord.de/angebote.html,44369,Dortmund,140-g-Packung,,ALDI 공식 OFFER_GET product 1038572; 2026-09-17..2026-09-19; 0.99 EUR; 140-g-Packung,verified,,206
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Hähnchen-Geschnetzeltes XXL,800-g-Packung | Frisch; aus dem Brustfilet; zum Braten,6.99,,,8.74,https://www.aldi-nord.de/angebote.html,44369,Dortmund,800-g-Packung,,ALDI 공식 OFFER_GET product 1010669; 2026-09-17..2026-09-19; 6.99 EUR; 800-g-Packung,verified,,207
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Hähnchen-Minutenschnitzel,400-g-Packung | Frisch; aus dem Brustfilet; zum Braten oder für den Grill,3.99,,-20 %,4.99,https://www.aldi-nord.de/angebote.html,44369,Dortmund,400-g-Packung,,ALDI 공식 OFFER_GET product 37000000001; 2026-09-14..2026-09-19; 3.99 EUR; 400-g-Packung,verified,4.99,208
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Hähnchen-Ofenschale,450-g-Packung | Frisch; aus dem Hähnchenbrustfilet; mariniert; auf Paprika-Rahmsauce; in praktischer Ofenschale; für den Ofen,3.99,,,8.87,https://www.aldi-nord.de/angebote.html,44369,Dortmund,450-g-Packung,,ALDI 공식 OFFER_GET product 1020454; 2026-09-14..2026-09-19; 3.99 EUR; 450-g-Packung,verified,,209
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Hähnchenbrustfilet-Teilstücke,600-g-Packung | Frisch; zum Braten oder für den Grill,5.19,,-23 %,6.79,https://www.aldi-nord.de/angebote.html,44369,Dortmund,600-g-Packung,,ALDI 공식 OFFER_GET product 89980000002; 2026-09-14..2026-09-19; 5.19 EUR; 600-g-Packung,verified,6.79,210
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Himbeeren XXL,1-kg-Beutel | Perfekt für Desserts oder als Tortenbelag; sortenrein | * Ungezuckert (1)  (1) Enthält von Natur aus Zucker,7.99,,,7.99,https://www.aldi-nord.de/angebote.html,44369,Dortmund,1-kg-Beutel,,ALDI 공식 OFFER_GET product 5657; 2026-09-17..2026-09-19; 7.99 EUR; 1-kg-Beutel,verified,,211
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Hirtenkäse,200-g-Packung | Aus Kuhmilch; in Salzlake gereift; 45 % Fett i. Tr.,1.59,,,7.95,https://www.aldi-nord.de/angebote.html,44369,Dortmund,200-g-Packung,,ALDI 공식 OFFER_GET product 1015514; 2026-09-14..2026-09-19; 1.59 EUR; 200-g-Packung,verified,,212
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,주류,17.09.2026-19.09.2026,Irish Whiskey / Berry,"0,7-L-Flasche | 40 % Vol. bzw. 32,5 % Vol.",10.99,,-31 %,15.99,https://www.aldi-nord.de/angebote.html,44369,Dortmund,"0,7-L-Flasche",,"ALDI 공식 OFFER_GET product 1040779; 2026-09-17..2026-09-19; 10.99 EUR; 0,7-L-Flasche",verified,15.99,213
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,주류,14.09.2026-19.09.2026,Jahrgangssekt,"3.99*UVP 6.49 0,75-L-Flasche Liter = 5.32",3.99,,-38 %,6.49,https://www.aldi-nord.de/angebote.html,44369,Dortmund,판매 단위 확인,공식 원문 재검증 대기,"원본 수집 행 보존. 재검증 대기, 자동 가격 제외.",held,,214
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Joghurt mit der Ecke,0.33**0.89 Becher kg = 2.92 / 2.36 / 2.20,0.33,,-62 %,0.89,https://www.aldi-nord.de/angebote.html,44369,Dortmund,판매 단위 확인,공식 원문 재검증 대기,"원본 수집 행 보존. 재검증 대기, 자동 가격 제외.",held,,215
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Joghurt XXL,"1-kg-Becher | Verschiedene Sorten | Sorten:   * Fettarmer Joghurt, 1,5 %  * Fett Joghurt, 3,5 % Fett | Naturjoghurt (공식 상품의 두 지방함량 변형 확인)",1.39,,,1.39,https://www.aldi-nord.de/angebote.html,44369,Dortmund,1-kg-Becher,,ALDI 공식 OFFER_GET product 10353290001; 2026-09-14..2026-09-19; 1.39 EUR; 1-kg-Becher,verified,,216
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Junge Erbsen mit Möhrchen,350-g-Glas | 100 % natürliche Zutaten,1.19,,-45 %,2.19,https://www.aldi-nord.de/angebote.html,44369,Dortmund,350-g-Glas,,ALDI 공식 OFFER_GET product 1037600; 2026-09-17..2026-09-19; 1.19 EUR; 350-g-Glas,verified,2.19,217
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Kalinka Kefir / Ayran,"500-ml-Flasche | Verschiedene Sorten | Sorten:   * Kalinka-Kefir, mild  * Ayran, aus Joghurt, Wasser und Salz",0.79,,-38 %,1.29,https://www.aldi-nord.de/angebote.html,44369,Dortmund,500-ml-Flasche,,ALDI 공식 OFFER_GET product 10304950003; 2026-09-17..2026-09-19; 0.79 EUR; 500-ml-Flasche,verified,1.29,218
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Kartoffelchips,125-g-Beutel | Verschiedene Sorten | Sorten:   * Tomate  * Meersalz,1.79,,,14.32,https://www.aldi-nord.de/angebote.html,44369,Dortmund,125-g-Beutel,,ALDI 공식 OFFER_GET product 1035053; 2026-09-14..2026-09-19; 1.79 EUR; 125-g-Beutel,verified,,219
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Kartoffelspezialität,400-g-Packung | Kartoffel-Gratin oder -Rösti,1.29,,,3.23,https://www.aldi-nord.de/angebote.html,44369,Dortmund,400-g-Packung,,ALDI 공식 OFFER_GET product 1042923; 2026-09-14..2026-09-19; 1.29 EUR; 400-g-Packung,verified,,220
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Käse-Schinken-Croissant,Stück | Plunderhörnchen mit Schinken und Käse     Frisch gebacken,0.69,,,,https://www.aldi-nord.de/angebote.html,44369,Dortmund,Stück,,ALDI 공식 OFFER_GET product 8602; 2026-09-17..2026-09-19; 0.69 EUR; Stück,verified,,221
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Käsescheiben,1.49**2.69 130-g-Packung kg = 11.46,1.49,,-44 %,2.69,https://www.aldi-nord.de/angebote.html,44369,Dortmund,판매 단위 확인,공식 원문 재검증 대기,"원본 수집 행 보존. 재검증 대기, 자동 가격 제외.",held,,222
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Kinder Überraschungsei,4x20-g-Packung | Vollmilchschokoladen Hohlkörper mit Milchcreme     Im Aufsteller,3.99,,,49.88,https://www.aldi-nord.de/angebote.html,44369,Dortmund,4x20-g-Packung,,ALDI 공식 OFFER_GET product 1033984; 2026-09-17..2026-09-19; 3.99 EUR; 4x20-g-Packung,verified,,223
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Knoblauch,250-g-Körbchen | Klasse 1; China,1.49,,-37 %,2.39,https://www.aldi-nord.de/angebote.html,44369,Dortmund,250-g-Körbchen,,ALDI 공식 OFFER_GET product 1039298; 2026-09-14..2026-09-19; 1.49 EUR; 250-g-Körbchen,verified,2.39,224
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Knusperecken,80-g-Packung | Verschiedene Sorten; vegan | Sorten:   * Mais & Hülsenfrüchte  * Rote Linse & Schwarzer Reis,1.29,,,16.13,https://www.aldi-nord.de/angebote.html,44369,Dortmund,80-g-Packung,,ALDI 공식 OFFER_GET product 1036261; 2026-09-14..2026-09-19; 1.29 EUR; 80-g-Packung,verified,,225
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Kondensmilch XXL,500-g-Packung | 4 % Fett,0.79,,,1.58,https://www.aldi-nord.de/angebote.html,44369,Dortmund,500-g-Packung,,ALDI 공식 OFFER_GET product 1030540; 2026-09-14..2026-09-19; 0.79 EUR; 500-g-Packung,verified,,226
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Konfitüre / Gelee,370-g-Glas | Verschiedene Sorten | Sorten:   * Erdbeer-Konfitüre  * Kirsch-Konfitüre  * Aprikosen-Konfitüre  * Feigen-Konfitüre  * Schwarzes Johannisbeer-Gelee,1.99,,-44 %,3.59,https://www.aldi-nord.de/angebote.html,44369,Dortmund,370-g-Glas,,ALDI 공식 OFFER_GET product 1026533; 2026-09-17..2026-09-19; 1.99 EUR; 370-g-Glas,verified,3.59,227
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Körniger Frischkäse,200-g-Becher | Halbfettstufe,1.19,,,5.95,https://www.aldi-nord.de/angebote.html,44369,Dortmund,200-g-Becher,,ALDI 공식 OFFER_GET product 1012174; 2026-09-14..2026-09-19; 1.19 EUR; 200-g-Becher,verified,,228
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Köttbullar,500-g-Beutel | Original schwedisch; mit Rind- und Schweinefleisch,3.99,,,7.98,https://www.aldi-nord.de/angebote.html,44369,Dortmund,500-g-Beutel,,ALDI 공식 OFFER_GET product 3221; 2026-09-14..2026-09-19; 3.99 EUR; 500-g-Beutel,verified,,229
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,17.09.2026-19.09.2026,Kräuterbitter,"0,7-L-Flasche | Würzig, mild, leichter Geschmack nach Lakritz; 38 % Vol.; hergestellt in Tschechien | * Becherovka ist ein Kräuterbitter, der ausschließlich im tschechischen Karlsbad aus Ölen und Kräutern hergestellt wird Nach der 2-monatigen Reifezeit in Eichenfässern entsteht der gelblich-grüne Likör, der gerne pur oder in verschiedenen Longdrinks genossen wird",9.99,,-28 %,13.99,https://www.aldi-nord.de/angebote.html,44369,Dortmund,"0,7-L-Flasche",,"ALDI 공식 OFFER_GET product 1002735; 2026-09-17..2026-09-19; 9.99 EUR; 0,7-L-Flasche",verified,13.99,230
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Kürbiskerne,200-g-Beutel | Geröstet und gesalzen,1.79,,,8.95,https://www.aldi-nord.de/angebote.html,44369,Dortmund,200-g-Beutel,,ALDI 공식 OFFER_GET product 1001374; 2026-09-14..2026-09-19; 1.79 EUR; 200-g-Beutel,verified,,231
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Lachsfiletportionen XXL,2x200-g-Packung | Frisch; mit Haut; zum Braten oder für den Grill,9.99,,,24.98,https://www.aldi-nord.de/angebote.html,44369,Dortmund,2x200-g-Packung,,ALDI 공식 OFFER_GET product 1032204; 2026-09-14..2026-09-19; 9.99 EUR; 2x200-g-Packung,verified,,232
2026-09-13 21:08 Europe/Berlin,ALDI Nord,"ALDI Nord Aspeystraße 75, 44369 Dortmund (전단 기준, 지점별 가격 미확인)",44369,식품,14.09.2026-19.09.2026,Lachsfilets,200-g-Packung | Mit Haut; praktisch grätenfrei; naturbelassen,4.99,,,24.95,https://www.aldi-nord.de/angebote.html,44369,Dortmund,200-g-Packung,냉동 연어: 해동과 조리상태 별도 검토,ALDI 공식 OFFER_GET product 1032566; 2026-09-14..2026-09-19; 4.99 EUR; 200-g-Packung,held-form,,233
